,sku_id,variant_code,image_url,description,item_category,class_code,department_code,color,season,quantity,price,url
2396,17618070,TBEBST03TANGARINE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/TBEBST03TANGARINE_1.jpg?v=1665395230,Tween Boy's Orange Cotton Printed Sweat Tees,KIDS WEAR,TWEENS BOYS WEAR,TW BOYS T-SHIRTS,TANGARINE,AW22,774.0,499.0,STYLE UNION
2397,17626833,TBCRN162BECRUMELANGE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/TBCRN162BECRUMELANGE_1_c4d7573f-f289-4e0b-a0e0-ed68ea50c741.jpg?v=1667896746,Tween Boy's Grey Cotton Printed T-Shirt,KIDS WEAR,TWEENS BOYS WEAR,TW BOYS T-SHIRTS,ECRU MELANGE,AW22,630.0,399.0,tween-boys-grey-cotton-printed-t-shirt-tbcrn162becrumelange
2398,18683660,TGGT00018BALLERINA,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/1_b9bb7a26-2ab0-4280-91a1-f4b8a6cf038f.jpg?v=1680516402,Tweens Girl's Lavender Cotton Knit T-Shirt,KIDS WEAR,TWEENS GIRLS WEAR,TW GIRLS T-SHIRTS,BALLERINA,SS23,612.0,199.0,STYLE UNION
2399,17628466,NR34GREY,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/NR34GREY_4.jpg?v=1693401119,Men's Grey Cotton Checkered Shirts,MENS WEAR,MENS SHIRTS,MENS CASUAL SHIRTS,Grey,AW22,871.0,279.7,slim-fit-checkered-shirt-nr34
2400,17953787,6113BLUE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546593411_4.jpg?v=1665382214,Women's Blue Viscose Shantoon Printed Palazzos,Women's Palazzo,"10/10/22, AD, AW22, Blue, Ethnicwear, Lot 2, Palazzos, Printed, Style Union, Women's, Woven",,Blue,kg,907.0,710.6666666666666,womens-blue-viscose-shantoon-printed-palazzos-6113blue
2401,17617480,SLP02ANAVY,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/SLP02ANAVY_4.jpg?v=1667892495,Women's Navy Blue Viscose Blend Printed Shorts,LADIES WEAR,LADIES SLEEPWEAR,LADIES SLEEP BOTTOM,NAVY,AW22,363.0,449.0,STYLE UNION
2402,18087792,JGPF00015CERISE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/JGPF00015CERISE_1_f5f527c4-b3dd-481f-aedb-319025afbc99.jpg?v=1693547981,Junior Girl's Polyester Embellished Frock,KIDS WEAR,JUNIOR GIRLS WEAR,JR GIRLS DRESSES,Cerise,SS23,689.0,333.0,girls-regular-fit-embellished-frock-jgpf00015
2403,17622383,6173OFFWHITE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546612822_4.jpg?v=1676035459,Women's Off White Chanderi Printed Ethnic Sets,LADIES WEAR,LADIES ETHNICWEAR,LADIES SKD,OFF WHITE,SS23,667.0,2019.0,womens-off-white-chanderi-printed-ethnic-sets-6173offwhite
2404,18109774,TR11PISTA,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546557963_4.jpg?v=1670244554,Men's Pista Green Cotton Checkered Shirt,Men's Shirt,"05/12/22, AD, AW22, AW22_Lot 6, Checkered, Cotton, Half Sleeve, Men's, Men's Shirt, Pista Green, Shirt Collar, Style Union, Woven",,Green,kg,2.0,999.0,mens-pista-green-cotton-checkered-shirt-tr11pista
2405,21893447,MLK00027MUSTARD,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/MLK00027MUSTARD_1.jpg?v=1693390812,,Men's Kurta,"Ethnic Wear, Full Sleeve, Hand Wash, Kurta, Men's, Mens Long Kurta, MLK00027, Mustard, Printed, Regular Fit, revamp, SS23, SS23_Lot_9, Topwear, Viscose, Woven, Yellow",,Yellow,kg,571.0,314.65,regular-fit-printed-kurta-mlk00027
2406,18904269,MSK00013BLUE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/MSK00013BLUE_1.jpg?v=1687593758,Men's Blue Cotton Checkered Shirt,MENS WEAR,MEN ETHNICWEAR,MENS ETHNIC TOPWEAR,BLUE,SS23,509.0,494.56749999999994,mens-blue-cotton-checkered-shirt-msk00013blue
2407,16553282,JGSKT 407FUCHSIA,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546365179_1.jpg?v=1658817802,Junior Girl's Fuchsia Cotton Printed Skirt,KIDS WEAR,JUNIOR GIRLS WEAR,JR GIRLS LEGWEAR,FUCHSIA,SS22,524.0,169.0,STYLE UNION
2408,17625266,ICH-1MINDIGO,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546543553_4.jpg?v=1670236499,Men's Blue Cotton Checkered Shirt,MENS WEAR,MENS SHIRTS,MENS CASUAL SHIRTS,INDIGO,AW22,99.0,1011.5,mens-blue-cotton-checkered-shirt-ich-1mindigo
2409,17620604,DNMGSH17-JINDIGO,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/DNMGSH17-JINDIGO_1.jpg?v=1670236285,Junior Girl's Blue Cotton Solid Shorts,KIDS WEAR,JUNIOR GIRLS WEAR,JR GIRLS LEGWEAR,INDIGO,AW22,197.0,499.0,STYLE UNION
2410,17620713,CS-3JGOLD,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546635739_1.jpg?v=1670235385,Junior Boy's Orange Cotton Solid Shirt,KIDS WEAR,JUNIOR BOYS WEAR,JR BOYS SHIRTS,GOLD,AW22,567.0,599.0,STYLE UNION
2411,17627453,SU5833YELLOW,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546503090_4.jpg?v=1663666150,,LADIES WEAR,LADIES ETHNICWEAR,LADIES ETHNIC TOPWEAR,Yellow,50.00,1070.0,666.7335179658161,womens-yellow-rayon-embroidered-kurta-su5833yellow
2412,17963298,KSHT124ACABBAGE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546317659_1.jpg?v=1693464114,,Girl's Shorts,"8 to 12Yrs, AD, Cotton, GIRL, Girls, Girls Legwear, Girls shorts, Monsoon Special, Regular Fit, Solid, VA",,Cabbage,kg,583.0,77.1504360319087,girls-regular-fit-solid-mid-rise-legging-ksht124a
2413,21257015,JGD00084RED,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/JGD00084RED_1.jpg?v=1693463754,,Junior Girl's Frock,"AW23, Casual Wear, Frock, Half Sleeve, Hand Wash, JGD00084, Jr Girls Frocks, Junior Girl's, Printed, Red, Regular Fit, Topwear, Viscose, Woven",,Red,kg,201.0,133.0,girls-regular-fit-printed-frock-jgd00084
2414,16978131,TOP308JSAGEGREEN,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546469600_1.jpg?v=1658817644,,KIDS WEAR,JUNIOR GIRLS WEAR,JR GIRLS BLOUSES,Green,180.00,682.0,299.0,style-union-girls-sage-green-rayon-printed-top-top308jsagegreen-sage-green
2415,18019183,KTP381MUSTARD,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546587922_4.jpg?v=1670239054,Women's Yellow Cotton Printed Sleepwear Top,Women's Lounge wear,"05/12/22, AD, AW22, AW22_Lot 6, Cotton, Half Sleeve, Knit, Loungewear top, Printed, Round Neck, Style Union, Women's, Women's Tops, Yellow",,Yellow,kg,166.0,349.0,womens-yellow-cotton-printed-sleepwear-top-ktp381mustard
2416,18110239,TOP2224TGOLDDUST,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/TOP2224TGOLDDUST_1.jpg?v=1693426497,,Girl's Tops,"07/11/22, AD, AW Lot5, AW22, Girl's Tops, Gold, Round Neck, Solid, Topwear, Tween Girl's, Woven",,,kg,919.0,74.75,girls-regular-fit-solid-top-top2224t
2417,17950613,ST 55YELLOW,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546281523_1.jpg?v=1693495217,,Girl's Tops,"20"", 26/05/22, Blouse, Fashion, GIRL, Girl's, Lot 6, Machine Wash, MS, Polyester, Printed, Regular, Regular Fit, Round Neck, Short Sleeve, SS22, ST 55, Style Union, Topwear, Tw Girls Tops, Woven, Yellow",,Yellow,kg,534.0,171.47593746815812,girls-regular-fit-printed-blouse-st55
2418,17628959,SN22BPINK,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546425842_4.jpg?v=1693458396,Women's Peach Cotton Printed Short Gown,LADIES WEAR,LADIES SLEEPWEAR,LADIES SLEEP TOPWEAR,Pink,SS23,803.0,139.90869514851775,regular-fit-printed-short-gown-sn22b
2419,16118387,TGT 310BRIGHT YELLOW,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546364516_1.jpg?v=1658817765,Tween Boy's Bright Yellow Cotton Graphic T Shirt,KIDS WEAR,TWEENS BOYS WEAR,TW BOYS T-SHIRTS,Yellow,SS22,741.0,249.0,style-union-boys-bright-yellow-cotton-graphic-tees-tgt-310bright-yellow-bright-yellow
2420,18734075,MK00135CLOUDYBLUE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/MK00135CLOUDYBLUE_1.jpg?v=1684332994,Women's Blue Viscose Embroidered Kurta,LADIES WEAR,LADIES ETHNICWEAR,LADIES ETHNIC TOPWEAR,CLOUDY BLUE,SS23,1378.0,1009.0,STYLE UNION
2421,18570956,MSFP00003QUIETGREEN,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546711020_4.jpg?v=1676266888,Men's Green Polyester Printed Polo T-Shirt,Men's T-Shirt,"10/02/23, 100% Polyester, 281 options, 92 Cm, Air Dry, Casualwear, Fashion, Green, Half Sleeve, Knit, LOT10, Machine Wash, Men's, Men's T-Shirt, Mens Sports Fashion Polo, Nexon Omniverse limited, Polo Neck, Polo T-Shirt, Polyester, Printed, Regular Fit, S",MENS SPORTS POLO,Green,kg,1236.0,615.6666666666666,mens-green-polyester-printed-polo-t-shirt-msfp00003quietgreen
2422,17622674,DNMGPN29-JTURQUOISE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/DNMGPN29-JTURQUOISE_1.jpg?v=1673605019,,KIDS WEAR,JUNIOR GIRLS WEAR,JR GIRLS DRESSES,Turquoise,350.00,301.0,599.0,junior-girls-turquoise-cotton-solid-pinafore-dnmgpn29-jturquoise
2423,16627031,SU24BLUE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546460522_5.jpg?v=1658817908,Blue Jacquard Floral Kurta,MENS WEAR,MEN ETHNICWEAR,MENS ETHNIC TOPWEAR,BLUE,SS22,101.0,999.0,STYLE UNION
2424,17957819,P452ABLACK,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546370326_1.jpg?v=1663672282,Tween Boy's Black Polyester Solid Trackpant,Boy's Trackpants,"20/09/22, AD, AW22, Bottomwear, Boy's, Boy's Trackpants, Boys Trackpants 8 to 12yrs, Ethnic, Ethnicity Limited, Kids, Knit, Lot 1, Regular Fit, Solid, Trackpant, Tweens Boys Wear",,Black,kg,290.0,652.8668351670136,boys-black-polyester-solid-trackpant-p452ablack
2425,18172248,LTO00052OFFWHITE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546653153_4.jpg?v=1677487430,Women's Off White Viscose Floral Top,LADIES WEAR,LADIES WESTERNWEAR,LADIES CASUAL TOPS-BLOUSES,Off White,SS23,1496.0,705.25,womens-off-white-viscose-floral-top-lto00052offwhite
2426,19697358,CK00281AQUA,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/CK00281AQUA_1.jpg?v=1693463343,,Women's Kurta,"Blue, CK00281, Core Kurta, Cotton, Ethnic Wear, Hand Wash, Kurta, Printed, SS23, Straight Fit, Three-Fourth Sleeve, Topwear, Women's, Woven",LADIES ETHNIC TOPWEAR,Aqua,kg,1689.0,275.8,straight-fit-printed-kurta-ck00281
2427,18726186,LETE00076MINT,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/LETE00076MINT_1_37fb713c-0d98-4528-b47d-8207b3585156.jpg?v=1683905623,Women's Mint Cotton Blend Striped T-Shirt,LADIES WEAR,LADIES WESTERNWEAR,LADIES T-SHIRTS,MINT,SS23,1304.0,436.5917556942296,STYLE UNION
2428,18113273,SU BF4ASSORTED,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/1_71c0e371-7ac1-4b38-89b9-521554a272e4.jpg?v=1693494279,,Men's Brief,"17/06/22, Brief, Core, Cotton, Hand Wash, Innerwear, Lot 7, Men, Men's Brief, Mens, MS, Print, Printed, Style Union, SU BF4",,Assorted,kg,2075.0,99.66666666666667,cotton-assorted-mens-brief-subf4
2429,17969072,STP 1008ANAVY,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546358676_5.jpg?v=1693496329,,Men's T-Shirt,"26/05/22, 97 Cm, Blue, Cotton Blend, Fashion, Knit, Lot 6, MEN, Men's, Menblue, Mens Fashion Polo, MS, Non Wash, Polo Neck, Polo T-Shirts, Regular, Regular Fit, Short Sleeve, SS22, STP 1008A, Striped, Style Union, Topwear, Vacay Ready Styles",,Navy,kg,417.0,242.9125576713363,regular-fit-striped-polo-t-shirt-stp1008a
2430,17962484,MEL08MINT,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546368736_1.jpg?v=1693479639,,Men's Shirt,"Cotton, Fashion, Full Sleeve, Holiday Shop, Lot 5, MEN, Men's, Mens Printed Shirts, Mens Shirts, Mint, MS, Print, Printed, Shirt, SS22, Topwear, Vacay Ready Styles, Woven",,Mint,kg,452.0,223.72770866448778,slim-fit-printed-shirt-mel08
2431,18653468,JGD00068BABYBLUE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546792999_1.jpg?v=1680518342,Junior Girl's Baby Blue Poly Cotton Woven Frock,KIDS WEAR,JUNIOR GIRLS WEAR,JR GIRLS DRESSES,BABY BLUE,SS23,764.0,499.0,junior-girls-baby-blue-poly-cotton-woven-frock-jgd00068babyblue
2432,18765124,LSFB00023TEAL,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/LSFB00023TEAL_1.jpg?v=1684334308,Women's Sky Blue Cotton Spandex Solid Jogger,Women's Jogger,"5% Spandex), Athleisure Wear, Bottomwear, Cotton Spandex (95% Cotton, Jogger, Knit, Ladies Sports Athleisure Bottom, Machine Wash, Mid Rise, Regular Fit, Solid, SS23, Women's",LADIES SPORTS LEGWEAR,Sky Blue,kg,430.0,607.3333333333334,womens-sky-blue-cotton-spandex-solid-jogger-lsfb00023teal
2433,19011735,LSAT00008OLIVE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/LSAT00008OLIVE_1.jpg?v=1686550283,Women's Olive Polyester Solid T-Shirt,Women's T-Shirt,"Athleisure Wear, BETTY - STREET LOOK, Full Sleeve, Hand Wash, Ladies Sports Athleisure Tees, Polyester, Regular Fit, Solid, SS23, T-Shirt, Topwear, Women's, Woven",LADIES SPORTS TOPS,Olive,kg,766.0,799.0,womens-olive-polyester-solid-t-shirt-lsat00008olive
2434,17961705,MAF22JPISTACHIO,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546276345_1_cb748828-ba7a-482a-9d87-aedd46aa3242.jpg?v=1693464321,,Girl's Tops,"1 to 6Yrs, GIRL, Girls, GIRLS: TOPS, PC, Print, Printed, Regular Fit, Round Neck, Short Sleeve, Vacay Ready, Viscose",Home page,Pistachio,kg,558.0,66.5241384477349,girls-regular-fit-printed-top-maf22j
2435,18252411,EK00134SUNNYDAY,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/EK00134SUNNYDAY_4.jpg?v=1678959340,Women's Yellow Viscose Embroiderd Kurta,Women's Kurta,"15/03/23, Calf Length, Core, Embroiderd, Essential Kurta, Ethnicwear, Hand Wash, Kurta, Round Neck, SK, SS23, SS23_Lot1, Straight, Straight Fit, Style Union, SU_SS23_LOT_1_266, Three-Fourth, Topwear, Viscose (100% Viscose), Women's, Women's Kurta, Woven, ",LADIES ETHNIC TOPWEAR,Yellow,kg,449.0,799.0,womens-yellow-viscose-embroiderd-kurta-ek00134sunnyday
2436,19407929,JGTS00095PINK,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/JGTS00095PINK_1.jpg?v=1686550994,Junior Girl's Pink Cotton Tie - Dye T-Shirt,KIDS WEAR,JUNIOR GIRLS WEAR,JR GIRLS T-SHIRTS,PINK,SS23,973.0,299.0,STYLE UNION
2437,17627471,SU1803OFFWHITE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546517561_4.jpg?v=1663052876,,MENS WEAR,MEN ETHNICWEAR,MENS ETHNIC LEGWEAR,Off White,203.00,688.0,499.1666666666667,mens-off-white-poplin-solid-churidar-su1803offwhite-off-white
2438,17473952,TOP306JNAVY,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546469464_1.jpg?v=1660030678,Junior Girl's Navy Blue Rayon Printed Top,KIDS WEAR,JUNIOR GIRLS WEAR,JR GIRLS BLOUSES,Blue,AW22,840.0,399.0,girls-navy-blue-rayon-printed-top-top306jnavy
2439,19435487,LD00002INDIGO,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/LD00002INDIGO_1.jpg?v=1691734714,,Women's Dress,"Blue, Casual Wear, Dress, Full Sleeve, Hand Wash, Ladies Dresses, LD00002, Solid, SS23, Straight Fit, Tencel, Topwear, Women's, Woven",LADIES DRESSES,Indigo,kg,754.0,1199.0,straight-fit-solid-dress-ld00002indigo
2440,17859931,TGL00022GREEN,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/TGL00022GREEN_2.jpg?v=1665396681,,KIDS WEAR,TWEENS GIRLS WEAR,TW GIRLS LEGWEAR,GREEN,AW22,605.0,399.0,girls-blue-polyester-printed-leggings-tgl00022green
2441,19041455,LSFB00036BLACK,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/LSFB00036BLACK_1.jpg?v=1691649772,,LADIES WEAR,LADIES WESTERNWEAR,LADIES SPORTS LEGWEAR,Black,SS23,798.0,399.0,regular-fit-solid-mid-rise-short-lsfb00036black
2442,19417826,MPS00059MOONLESSNIGHT,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/MPS00059MOONLESSNIGHT_1.jpg?v=1687524822,Men's Black Viscose Printed Shirt,Men's Shirt,"AW23, Casual Wear, Half Sleeve, Hand Wash, Men's, Mens Printed Shirts, Printed, Regular Fit, Shirt, Topwear, Viscose, Woven",,Black,kg,1389.0,627.5714285714286,mens-black-viscose-printed-shirt-mps00059moonlessnight
2443,17617133,JBSW00040BLACKFOREST,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/JBSW00040BLACKFOREST_1.jpg?v=1672308906,,KIDS WEAR,JUNIOR BOYS WEAR,JR BOYS T-SHIRTS,Green,370.00,562.0,599.0,junior-boys-green-cotton-solid-sweat-t-shirt-jbsw00040blackforest
2444,18045664,MGT00041GREYMELANGE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546681989_4.jpg?v=1693456437,Men's Grey Cotton Graphic T-Shirt,Men's T-Shirt,"13/12/22, AD, AW22, Crew Neck, Graphic, Grey, Half Sleeve, Holi 2023, Lot 7, Men's, Men's T-Shirt, SS23, Style Union, Vacay Ready Styles",,Grey Melange,kg,2107.0,177.69565217391303,regular-fit-graphic-t-shirt-mgt00041
2445,16947222,00K1GREY,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546424449_3_5a7df199-b04a-4eea-bf00-b34745d98e0f.jpg?v=1693489164,Kid's Grey Cotton Solid Cap,KIDS WEAR,KIDS ACCESSORIES,BOYS OTHER ACC,,CORE,847.0,199.5,solid-grey-cap-00k1
2446,17623741,JBPCST22AROYAL,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/JBPCST22AROYAL_1.jpg?v=1665394303,Junior Boy's Navy Blue Cotton Blend Striped T-Shirts,KIDS WEAR,JUNIOR BOYS WEAR,JR BOYS T-SHIRTS,Blue,AW22,819.0,199.0,boys-navy-blue-cotton-blend-striped-t-shirt-jbpcst22aroyal
2447,17630137,SS22BTM06BLACK,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546397941_1.jpg?v=1660716298,Women's Black Polyester Blend Printed Tights,LADIES WEAR,LADIES WESTERNWEAR,LADIES SPORTS LEGWEAR,Black,AW22,1030.0,805.25,womens-black-polyester-blend-printed-tights-ss22btm06black
2448,18833780,LS00077OCHRE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/LS00077OCHRE_1.jpg?v=1693569036,,Women's Ethinic Sets,"CHINTZ GARDENIA, Ethinic Sets, Ethnic Wear, Flare Fit, Hand Wash, Ladies Sets, Polyester, Printed, SS23, Topwear Bottomwear set, Women's, Woven",,Ochre,kg,658.0,835.0888888888888,flare-fit-printed-ethnic-set-ls00077
2449,17963527,MPR11RUST,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546293557_5.jpg?v=1693491728,,Men's Shirt,"17/06/22, Epp Printed, Fashion, Floral, Full Sleeve, Holiday Shop, Lot 7, Machine Wash, MEN, Men's, Mens Printeded Shirts, MPR11, MPR11RUST, MS, Print, Printed, Regular Fit, Rust, Shirt, Spread Collar, SS22, Topwear, Vacay Ready Styles, Woven",,Rust,kg,976.0,217.7404684290788,regular-fit-floral-shirt-mpr11
2450,17621828,6385APETROLBLUE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546613409_4.jpg?v=1664362627,,LADIES WEAR,LADIES ETHNICWEAR,LADIES ETHNIC TOPWEAR,PETROL BLUE,AW22,1095.0,1013.0,womens-blue-double-gorgette-embroidered-kurta-6385apetrolblue
2451,17618960,3315PEACH,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/3315PEACH_4.jpg?v=1667882777,Women's Peach Cotton Terry  Graphic Sweatshirts,LADIES WEAR,LADIES WESTERNWEAR,LADIES SEASONAL,PEACH,AW22,719.0,600.9774011299436,STYLE UNION
2452,16957203,BTM02ICAMOGREEN,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546508927_2.jpg?v=1658817888,,KIDS WEAR,TWEENS GIRLS WEAR,TW GIRLS LEGWEAR,Green,102.00,95.0,399.0,style-union-camo-green-polyester-lycra-printed-jegging-btm02icamogreen-camo-green
2453,17618131,DNMB16-JSTONE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/DNMB16-JSTONE_1.jpg?v=1673604681,Junior Boy's Navy Blue Cotton Solid Jeans,KIDS WEAR,JUNIOR BOYS WEAR,JR BOYS LEGWEAR,Navy Blue,AW22,393.0,899.0,junior-boys-navy-blue-cotton-solid-jeans-dnmb16-jstone
2454,17621588,3351AOLIVE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546605343_4.jpg?v=1670230320,Women's Olive Polyester Solid Joggers,LADIES WEAR,LADIES WESTERNWEAR,LADIES CASUAL LEGWEAR,OLIVE,AW22,653.0,799.0,STYLE UNION
2455,18903682,EK00166DARKGREEN,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/EK00166DARKGREEN_1.jpg?v=1686054701,Women's Dark Green Viscose Printed Kurta,Women's Kurta,"Essential Kurta, Ethnic Wear, Hand Wash, Kurta, Printed, SS23, Straight Fit, Topwear, Viscose, Women's, Woven",LADIES ETHNIC TOPWEAR,Dark Green,kg,616.0,813.0,womens-dark-green-viscose-printed-kurta-ek00166darkgreen
2456,18753335,EP00076OFFWHITE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/EP00076OFFWHITE_1_5997f753-560e-48ab-984a-944fddc6d818.jpg?v=1683904906,Women's Off White Viscose Striped Palazzo,Women's Palazzo,"Bottomwear, Ethnic Wear, Flare Fit, Hand Wash, High Rise, Ladies Ethnic Palazzo, Palazzo, SS23, Striped, Viscose, Women's, Woven",,Off White,kg,962.0,499.0,womens-off-white-viscose-striped-palazzo-ep00076offwhite
2457,21879447,TBCTP36AMYKANOSBLUE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546535893_1.jpg?v=1693377521,,Boy's Trackpant,"Athleisure Wear, AW22, AW_Lot_1, Blue, Bottomwear, Boy's, Knit, Machine Wash, Mid Rise, Mykanos Blue, Polyester Cotton, Printed, Regular Fit, revamp, TBCTP 36A, Trackpant, Trackpants, Tw Boys Trackpants, Yes",,Mykanos Blue,kg,678.0,149.75,boys-regular-fit-printed-mid-rise-trackpant-tbctp36a
2458,18119609,TGTO00301YOUNGWHEAT,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/TGTO00301YOUNGWHEAT_2.jpg?v=1672316169,Tween Girl's Grey Viscose Printed Top,Girl's Tops,"29/12/22, AD, AW22, Girl's Tops, Grey, LOT 8, Printed, Short Sleeve, Square Neck, Style Union, Topwear, Tween Girl's, Viscose, Woven",,Grey,kg,670.0,449.0,tween-girls-grey-viscose-printed-top-tgto00301youngwheat
2459,16218271,TGSKT406BRIGHTYELLOW,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546365124_1.jpg?v=1661422252,,KIDS WEAR,TWEENS GIRLS WEAR,TW GIRLS LEGWEAR,Yellow,68.00,111.0,199.0,style-union-bright-yellow-cotton-printed-skirt-tgskt406brightyellow-bright-yellow
2460,17966078,M14BLACK,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546415010_3.jpg?v=1693496830,,Men's Belt,"26/05/22, 35"", Belts, Black, Core, Lot 6, M14, MEN, Men's, Mens Formal Belts, Mens Other Accessories, MS, Non Wash, Style Union",,Black,kg,358.0,99.75,genuine-leather-black-belts-m14
2461,17963009,2074RUST,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546326095_4.jpg?v=1693485936,,Women's Palazzo,"332Styles, AD, Cotton, Monsoon Special, Polka Dot, Regular Fit, Rust, S, Three-Fourth, VA, Vacay Ready, WOMEN, Women's, Women's Palazzo",,Rust,kg,69.0,59.85638998682477,regular-fit-polka-dot-palazzo-2074
2462,16332895,00A1NAVY,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546424463_1.jpg?v=1658817827,Men's Navy Cap,MENS WEAR,MENS ACC,MENS OTHER ACCESSORIES,Blue,CORE,1144.0,399.0,style-union-mens-navy-cap-00a1navy-navy
2463,16071328,DNMC01INDIGO,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546418059_5.jpg?v=1658817974,Indigo Denim Solid Jeans,Women's Jeans,"17/06/22, Bottomwear, Core, denim_jeans, DNMC01, DNMC01INDIGO, Holiday Shop, Indigo, Jeans, Ladies Essential Jeans, Lot 7, Machine Wash, MS, Skinny, Skinny Fit, Solid, SS22, Vacay Ready Styles, WOMEN, Women's, Woven",LADIES JEANS,Blue,kg,3179.0,834.0,style-union-indigo-denim-solid-jeans-dnmc01indigo-indigo
2464,18455127,MPS00031ROYAL,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546724167_4.jpg?v=1693544261,Men's Royal Blue Viscose Woven Shirts,MENS WEAR,MENS SHIRTS,MENS CASUAL SHIRTS,Royal,SS23,600.0,277.14834344359963,regular-fit-printed-shirt-mps00031
2465,18753341,FT00154OFFWHITE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/FT00154OFFWHITE_1_1cc6cea9-ac2b-436d-8a38-d31f9447eb67.jpg?v=1683904927,Women's Off White Viscose Striped Crop Top,Women's Crop Top,"BOHO STORY, Crop Top, Ethnic Wear, Fusion Topwear, Hand Wash, Regular Fit, SS23, Striped, Topwear, Viscose, Women's, Woven",,Off White,kg,853.0,499.0,womens-off-white-viscose-striped-crop-top-ft00154offwhite
2466,17980362,JGTS00038MANGO,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/JGTS00038MANGO_1.jpg?v=1672309734,,KIDS WEAR,JUNIOR GIRLS WEAR,JR GIRLS T-SHIRTS,Yellow,SS23,1433.0,99.0,junior-girls-yellow-cotton-solid-t-shirt-jgts00038mango
